,threshold
0,0.001297834329307
1,0.0147092789411544
2,0.0280767139047384
3,0.0188311729580163
4,0.0316063687205314
5,0.0002793179592117
6,0.0394531860947608
7,0.0352290384471416
8,0.0161530096083879
9,0.0399153716862201
