,threshold
0,0.1525790244340896
1,0.0760533288121223
2,0.1492621749639511
3,0.1219991967082023
4,0.1047019213438034
5,0.1363092511892318
6,0.0930725336074829
7,0.0958817079663276
8,0.1338892579078674
9,0.0932814627885818
