,threshold
0,0.0060868617147207
1,9.572660201229156e-05
2,0.0008185741025954
3,9.364341531181708e-05
4,0.0002393810573266
5,0.0022423025220632
6,0.0084763616323471
7,0.0027119170408695
8,3.411575744394213e-05
9,0.0029187819454818
