,threshold
0,0.0272127203643322
1,0.0113312294706702
2,0.0158187840133905
3,0.009648754261434
4,0.0055011077784001
5,0.011053130030632
6,0.0015367614105343
7,0.0144472680985927
8,0.0127825438976287
9,0.01068951562047
