,threshold
0,0.06325114518404
1,0.040009070187807
2,0.0438646599650383
3,0.0655954405665397
4,0.0161753576248884
5,0.0274067930877208
6,0.0275417882949113
7,0.0296123120933771
8,0.1663894206285476
9,0.0152728063985705
