,threshold
0,0.0221392400562763
1,0.0695223584771156
2,0.0811304897069931
3,0.0350562147796154
4,0.0791068449616432
5,0.0475858710706234
6,0.0865858867764473
7,0.0352442301809787
8,0.0357107110321521
9,0.0703328251838684
