,threshold
0,0.0042725815437734
1,0.0039733867160975
2,0.0020466167479753
3,0.0001893758308142
4,0.005238143261522
5,0.003733716905117
6,0.0044953846372663
7,0.0027529671788215
8,0.0010488195111975
9,0.0006791127379983
