,threshold
0,0.0133489668369293
1,0.013213163241744
2,0.0098364204168319
3,0.0098508978262543
4,0.0078889606520533
5,0.0084595428779721
6,0.0112555986270308
7,0.009906081482768
8,0.0203342288732528
9,0.0079685244709253
