,threshold
0,0.2781128883361816
1,0.2598320543766022
2,0.2447118610143661
3,0.2298509180545807
4,0.3155396282672882
5,0.3103104829788208
6,0.2029070407152176
7,0.2685596346855163
8,0.2826785147190094
9,0.2654517292976379
