,threshold
0,0.350467324256897
1,0.2841741442680359
2,0.1829241067171096
3,0.2051365971565246
4,0.2392990440130233
5,0.250076562166214
6,0.2709463834762573
7,0.3161788880825043
8,0.2945723533630371
9,0.3661049306392669
