,threshold
0,0.1905697137117386
1,0.2031028866767883
2,0.1090441793203353
3,0.1683354675769806
4,0.2166067212820053
5,0.1459249407052993
6,0.1769887655973434
7,0.123556450009346
8,0.1815296709537506
9,0.1819620281457901
